name,serving_size,calories,proteins,carbohydrate,fat,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,Lemak jenuh,Natrium,Protein,Karbohidrat total,Energi,Lemak total,Serat pangan,name_clean,food_category
Susu almond So good Almond Milk unsweetend,0.80 g,41.0,1.4,0.8,3.5,0.3,0.0,0.8,1.91,2.33,0.25,5.22,0.0,0.0,0.0,3.0,0.0,0.0,6.0,3.0,susu almond so good almond milk unsweetend,Low Carb
Pocky Chocolate,3 g,230.0,3.0,32.0,10.0,12.0,0.0,0.0,10.7,5.0,9.85,14.93,0.0,0.0,0.0,0.0,10.0,11.0,15.0,0.0,pocky chocolate,Snack
Pocky Cookies dan cream,3 g,210.0,3.0,26.0,10.0,11.0,0.0,0.0,9.77,5.0,8.0,14.93,0.0,0.0,0.0,0.0,8.0,10.0,15.0,0.0,pocky cookies dan cream,Snack
Pocky Strawberry,3 g,220.0,3.0,31.0,10.0,9.0,0.0,0.0,10.23,5.0,9.54,14.93,0.0,0.0,0.0,0.0,10.0,11.0,15.0,0.0,pocky strawberry,Snack
Buavita royale sunshine carrot,2 g,120.0,0.0,28.0,0.0,25.0,0.0,2.0,5.58,0.0,8.62,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,7.0,buavita royale sunshine carrot,Healthy
Buavita royale chloro broccoli,0 g,120.0,0.0,29.0,0.0,27.0,0.0,0.0,5.58,0.0,8.92,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,buavita royale chloro broccoli,Healthy
Ades,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ades,Low Carb
Ademsari chingku,0 g,110.0,0.0,27.0,0.0,25.0,0.0,0.0,5.12,0.0,8.31,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,ademsari chingku,Healthy
Sprite (kaleng),0 g,100.0,0.0,25.0,0.0,25.0,0.0,0.0,4.65,0.0,7.69,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,sprite (kaleng),Healthy
Chicken teriyaki,1.70 g,168.0,13.0,7.5,9.6,0.0,959.0,0.8,7.81,21.67,2.31,14.33,63.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chicken teriyaki,Low Carb
"Kura-kura, segar",0.70 g,83.0,19.1,0.0,0.2,0.0,0.0,0.0,3.86,31.83,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kura-kura, segar",High protein
"Kuro, segar",0.90 g,87.0,16.0,1.0,2.2,0.0,0.0,0.0,4.05,26.67,0.31,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kuro, segar",High protein
Mcdonald Cheeseburger,2 g,300.0,15.0,33.0,12.0,7.0,0.0,2.0,13.95,25.0,10.15,17.91,0.0,0.0,0.0,25.0,0.0,14.0,18.0,0.0,mcdonald cheeseburger,High protein
"Sapi, babat, segar",1.50 g,108.0,17.6,0.0,4.2,0.0,147.0,0.0,5.02,29.33,0.0,6.27,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"sapi, babat, segar",High protein
Mcdonald Big mac burger,3 g,540.0,25.0,46.0,28.0,9.0,0.0,3.0,25.12,41.67,14.15,41.79,0.0,0.0,0.0,42.0,0.0,26.0,42.0,0.0,mcdonald big mac burger,High protein
Mcdonald Hamburge,1 g,250.0,13.0,31.0,8.0,6.0,0.0,1.0,11.63,21.67,9.54,11.94,0.0,0.0,0.0,22.0,0.0,12.0,12.0,0.0,mcdonald hamburge,Snack
Lovy cookies chocobutter,2 g,150.0,2.0,20.0,8.0,8.0,0.0,0.0,6.98,3.33,6.15,11.94,0.0,0.0,0.0,0.0,7.0,7.0,12.0,0.0,lovy cookies chocobutter,Healthy
Lovy cookies coffeeccino,2 g,150.0,2.0,20.0,7.0,7.0,0.0,0.0,6.98,3.33,6.15,10.45,0.0,0.0,0.0,0.0,7.0,7.0,11.0,0.0,lovy cookies coffeeccino,Healthy
Susu bebelove 6-12bln,0.80 g,140.0,3.0,18.0,6.0,16.2,64.0,0.8,6.51,5.0,5.54,8.96,4.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,susu bebelove 6-12bln,Healthy
Promina milky beras merah,8 g,210.0,8.0,35.0,4.5,0.0,150.0,0.0,9.77,13.33,10.77,6.72,10.0,0.0,10.0,14.0,11.0,0.0,0.0,0.0,promina milky beras merah,Low Sugar
Promina pisang susu,8 g,210.0,8.0,35.0,4.5,0.0,150.0,0.0,9.77,13.33,10.77,6.72,10.0,0.0,10.0,14.0,11.0,0.0,0.0,0.0,promina pisang susu,Low Sugar
"Mangga indramayu, segar",0.10 g,72.0,0.8,18.7,0.2,0.0,3.0,2.5,3.35,1.33,5.75,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"mangga indramayu, segar",Low Sugar
Maestro light Mayonnaise,0 g,50.0,0.0,7.0,5.0,0.0,130.0,0.0,3.72,0.0,2.15,7.46,8.67,5.0,9.0,0.0,0.0,0.0,8.0,0.0,maestro light mayonnaise,Low Carb
"Ikan Pindang banjar,mentah",7 g,157.0,28.0,1.8,4.2,0.0,0.0,0.0,7.3,46.67,0.55,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ikan pindang banjar,mentah",High protein
"Ikan Pindang benggol, mentah",7.80 g,170.0,31.0,0.0,4.2,0.0,0.0,0.0,7.91,51.67,0.0,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ikan pindang benggol, mentah",High protein
"Ikan Pindang layang, mentah",7.20 g,153.0,30.0,0.0,2.8,0.0,0.0,0.0,7.12,50.0,0.0,4.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ikan pindang layang, mentah",High protein
La Fonte Fettuccine-30 Pasta,2 g,0.0,8.0,45.0,0.0,3.0,40.0,2.0,10.23,13.33,13.85,0.0,2.67,0.0,0.0,14.0,14.0,11.0,0.0,0.0,la fonte fettuccine-30 pasta,Low Sugar
"Daun jampang, segar",1.50 g,34.0,3.8,5.3,0.5,0.0,0.0,1.4,1.58,6.33,1.63,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daun jampang, segar",Low Carb
sambal pecel,9 g,220.0,9.0,23.0,10.0,0.0,0.0,0.0,10.23,15.0,7.08,14.93,0.0,0.0,0.0,15.0,0.0,11.0,15.0,0.0,sambal pecel,Low Sugar
Cerebrofort Marine Gummy Strawberry,1 g,0.0,1.0,8.0,0.0,6.0,10.0,0.0,1.63,1.67,2.46,0.0,0.67,0.0,0.0,2.0,3.0,2.0,0.0,0.0,cerebrofort marine gummy strawberry,Low Carb
Pecel sayur dengan lauk,25.17 g,408.0,25.17,27.07,25.18,0.0,272.0,0.0,18.98,41.95,8.33,37.58,18.13,0.0,0.0,42.0,0.0,19.0,38.0,0.0,pecel sayur dengan lauk,High protein
Teh celup sosro,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,teh celup sosro,Low Carb
teh cap dandang black tea,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,teh cap dandang black tea,Low Carb
"Bawang merah, segar",1 g,46.0,1.5,9.2,0.3,0.0,7.0,1.7,2.14,2.5,2.83,0.45,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"bawang merah, segar",Low Carb
"Bawang putih, segar",1.80 g,112.0,4.5,21.3,0.2,0.0,46.0,0.6,5.21,7.5,6.55,0.3,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"bawang putih, segar",Low Sugar
Balichong,3.60 g,152.0,13.2,22.9,0.8,0.0,120.0,1.5,7.07,22.0,7.05,1.19,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,balichong,Low Sugar
Batatas kelapa kukus,1.80 g,92.0,1.2,21.0,0.3,0.0,10.0,4.1,4.28,2.0,6.46,0.45,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batatas kelapa kukus,Low Sugar
Kuaci Rebo origial,3 g,110.0,5.0,3.0,9.0,0.0,130.0,3.0,5.12,8.33,0.92,13.43,8.67,0.0,9.0,0.0,0.0,0.0,14.0,10.0,kuaci rebo origial,Low Carb
KFC Original recipe dada,39 g,390.0,39.0,11.0,21.0,0.0,0.0,0.0,18.14,65.0,3.38,31.34,0.0,0.0,0.0,65.0,0.0,19.0,32.0,0.0,kfc original recipe dada,High protein
KFC Original recipe paha bawah,12 g,130.0,12.0,4.0,8.0,0.0,0.0,0.0,6.05,20.0,1.23,11.94,0.0,0.0,0.0,20.0,0.0,7.0,12.0,0.0,kfc original recipe paha bawah,Low Carb
KFC Original recipe paha atas,19 g,280.0,19.0,8.0,19.0,0.0,0.0,0.0,13.02,31.67,2.46,28.36,0.0,0.0,0.0,32.0,0.0,14.0,29.0,0.0,kfc original recipe paha atas,High protein
KFC Original recipe sayap,10 g,130.0,10.0,3.0,8.0,0.0,0.0,0.0,6.05,16.67,0.92,11.94,0.0,0.0,0.0,17.0,0.0,7.0,12.0,0.0,kfc original recipe sayap,Low Carb
"Keribang, ubi, segar",0.80 g,137.0,1.3,29.8,1.1,0.0,10.0,0.6,6.37,2.17,9.17,1.64,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"keribang, ubi, segar",Low Sugar
Kue bangket,0.90 g,388.0,1.5,80.3,1.2,0.0,67.0,0.0,18.05,2.5,24.71,1.79,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kue bangket,Low Sugar
"Lengkuas/Boros laja, segar",1 g,26.0,1.0,4.7,0.3,0.0,24.0,1.1,1.21,1.67,1.45,0.45,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"lengkuas/boros laja, segar",Low Carb
Cheesecake Factory carrot cake,5 g,1710.0,15.0,146.0,122.0,117.0,0.0,5.0,79.53,25.0,44.92,182.09,0.0,0.0,0.0,0.0,45.0,80.0,183.0,0.0,cheesecake factory carrot cake,High protein
Tummy yogurt mango carrot,11 g,150.0,3.0,29.0,2.0,18.0,0.0,11.0,6.98,5.0,8.92,2.99,0.0,0.0,0.0,0.0,9.0,7.0,0.0,37.0,tummy yogurt mango carrot,Healthy
Corn flakes,1 g,110.0,2.0,26.0,0.0,3.0,0.0,1.0,5.12,3.33,8.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,corn flakes,Low Sugar
Eskrim cornetto chocolate,2 g,260.0,3.0,34.0,12.0,22.0,0.0,2.0,12.09,5.0,10.46,17.91,0.0,0.0,0.0,0.0,11.0,13.0,18.0,0.0,eskrim cornetto chocolate,Snack
"Kerokot, segar",1.10 g,26.0,1.7,3.8,0.4,0.0,4.0,1.0,1.21,2.83,1.17,0.6,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kerokot, segar",Low Carb
Coklat Lindt 70% Cocoa smooth dark,3 g,250.0,3.0,17.0,19.0,12.0,0.0,3.0,11.63,5.0,5.23,28.36,0.0,0.0,0.0,0.0,0.0,12.0,29.0,10.0,coklat lindt 70% cocoa smooth dark,Snack
Teh Kotak Less Sugar,0 g,70.0,0.0,19.0,0.0,0.0,5.0,0.0,3.26,0.0,5.85,0.0,0.33,0.0,1.0,0.0,6.0,4.0,0.0,0.0,teh kotak less sugar,Low Sugar
Granola creation tropical fruit and nuts,2 g,162.0,7.0,23.0,5.0,5.0,0.0,2.0,7.53,11.67,7.08,7.46,0.0,0.0,0.0,12.0,0.0,8.0,8.0,0.0,granola creation tropical fruit and nuts,Low Sugar
Go Natural fruit and nut delight,5.40 g,230.0,6.2,20.7,13.5,12.1,0.0,5.4,10.7,10.33,6.37,20.15,0.0,0.0,0.0,0.0,0.0,11.0,21.0,18.0,go natural fruit and nut delight,Snack
Carman's fruit and nut,3.10 g,183.0,4.1,25.1,6.7,7.8,0.0,3.1,8.51,6.83,7.72,10.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,11.0,carman's fruit and nut,Snack
Sonice Chicken Stick,13 g,250.0,13.0,13.0,17.0,0.0,0.0,0.0,11.63,21.67,4.0,25.37,0.0,0.0,0.0,22.0,0.0,12.0,26.0,0.0,sonice chicken stick,Low Sugar
Sonice Chicken karage,12 g,300.0,12.0,21.0,18.0,0.0,0.0,0.0,13.95,20.0,6.46,26.87,0.0,0.0,0.0,20.0,0.0,14.0,27.0,0.0,sonice chicken karage,Low Sugar
"Ikan Tongkol, segar",2.10 g,100.0,13.7,8.0,1.5,0.0,202.0,0.0,4.65,22.83,2.46,2.24,13.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ikan tongkol, segar",Low Carb
lontong,1.20 g,144.0,2.76,31.76,0.23,0.12,0.0,1.2,6.7,4.6,9.77,0.34,0.0,0.0,0.0,5.0,10.0,7.0,0.0,0.0,lontong,Low Sugar
Cimory Soyamilk,10 g,260.0,10.0,42.0,6.0,18.0,0.0,0.0,12.09,16.67,12.92,8.96,0.0,0.0,0.0,17.0,13.0,13.0,0.0,0.0,cimory soyamilk,Snack
Cimory yogurt set low fat,5 g,60.0,5.0,8.0,1.5,0.0,0.0,0.0,2.79,8.33,2.46,2.24,0.0,0.0,0.0,9.0,3.0,3.0,0.0,0.0,cimory yogurt set low fat,Low Carb
Cimory yogurt drink,26 g,180.0,6.0,32.0,2.0,0.0,0.0,26.0,8.37,10.0,9.85,2.99,0.0,0.0,0.0,10.0,10.0,0.0,0.0,87.0,cimory yogurt drink,Low Sugar
Salak bali,0.70 g,57.0,0.5,13.6,0.1,0.0,0.0,1.3,2.65,0.83,4.18,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,salak bali,Low Sugar
Salak medan,8.50 g,55.0,0.4,12.8,0.2,0.0,39.0,3.2,2.56,0.67,3.94,0.3,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,salak medan,Low Sugar
Salak,0.70 g,77.0,0.4,20.9,0.0,0.0,0.0,0.0,3.58,0.67,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,salak,Low Sugar
"Jamur tiram, segar",0.60 g,30.0,1.9,5.5,0.1,0.0,22.0,3.6,1.4,3.17,1.69,0.15,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"jamur tiram, segar",Low Carb
Rujak cingur,1.40 g,153.0,11.3,8.0,8.4,0.0,0.0,1.4,7.12,18.83,2.46,12.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rujak cingur,Low Carb
"Pisang angleng (pisang ampyang), segar",1 g,68.0,1.3,17.2,0.2,0.0,23.0,0.8,3.16,2.17,5.29,0.3,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"pisang angleng (pisang ampyang), segar",Low Sugar
"Anggur hutan, segar",0.20 g,30.0,0.5,6.8,0.2,0.0,0.0,1.2,1.4,0.83,2.09,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"anggur hutan, segar",Low Carb
"Gurame asem manis, masakan",2.40 g,192.0,12.7,12.7,10.1,0.0,0.0,0.0,8.93,21.17,3.91,15.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"gurame asem manis, masakan",Low Sugar
kopi kapal api special mix,1 g,100.0,1.0,23.0,1.0,0.0,10.0,0.0,4.65,1.67,7.08,1.49,0.67,0.0,0.0,2.0,8.0,5.0,0.0,0.0,kopi kapal api special mix,Low Sugar
WRP truil bar,2 g,80.0,1.0,14.0,3.5,7.0,0.0,2.0,3.72,1.67,4.31,5.22,0.0,0.0,0.0,0.0,5.0,0.0,6.0,7.0,wrp truil bar,Healthy
WRP deli chips,3 g,210.0,1.0,26.0,11.0,1.0,0.0,3.0,9.77,1.67,8.0,16.42,0.0,0.0,0.0,0.0,0.0,10.0,17.0,10.0,wrp deli chips,Low Sugar
Arwan sirsir,2.90 g,277.0,2.4,10.7,25.0,0.0,240.0,4.6,12.88,4.0,3.29,37.31,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arwan sirsir,Low Sugar
Sirsak,0.70 g,65.0,1.0,16.3,0.3,0.0,2.0,3.2,3.02,1.67,5.02,0.45,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sirsak,Low Sugar
Gula putih / Gula Pasir,0.60 g,394.0,0.0,94.0,0.0,0.0,1.0,0.0,18.33,0.0,28.92,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gula putih / gula pasir,Low Sugar
Sirup,1 g,213.0,0.0,55.0,0.0,0.0,3.0,0.0,9.91,0.0,16.92,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sirup,Low Sugar
yoghurt cimory,5 g,180.0,6.0,36.0,2.0,26.0,90.0,5.0,8.37,10.0,11.08,2.99,6.0,0.0,0.0,10.0,12.0,0.0,0.0,17.0,yoghurt cimory,Snack
Kelapa parut,3 g,283.0,3.0,10.0,27.0,0.0,0.0,0.0,13.16,5.0,3.08,40.3,0.0,0.0,0.0,5.0,0.0,14.0,41.0,0.0,kelapa parut,Low Carb
"Ikan Layang, segar",2.30 g,109.0,22.0,0.0,1.7,0.0,0.0,0.0,5.07,36.67,0.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ikan layang, segar",High protein
"Ikan Layur, segar",0.50 g,82.0,18.0,0.4,1.0,0.0,0.0,0.0,3.81,30.0,0.12,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ikan layur, segar",High protein
Lays krim dan bawang,2 g,110.0,2.0,11.0,6.0,0.0,0.0,0.0,5.12,3.33,3.38,8.96,0.0,0.0,0.0,0.0,4.0,6.0,9.0,0.0,lays krim dan bawang,Low Sugar
"Bunga pepaya, segar",1.70 g,45.0,2.6,8.1,0.3,0.0,2.0,1.6,2.09,4.33,2.49,0.45,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"bunga pepaya, segar",Low Carb
"Daun kubis, kol, segar",2.20 g,51.0,2.5,8.0,1.1,0.0,50.0,3.4,2.37,4.17,2.46,1.64,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daun kubis, kol, segar",Low Carb
"Erbis, segar",0.50 g,70.0,0.6,18.9,0.0,0.0,21.0,7.7,3.26,1.0,5.82,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"erbis, segar",Low Sugar
"Belibis, daging, segar",1.40 g,131.0,20.2,2.8,4.3,0.0,46.0,0.0,6.09,33.67,0.86,6.42,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"belibis, daging, segar",High protein
Jagung titi,0.10 g,374.0,9.4,79.1,2.2,0.0,0.0,0.8,17.4,15.67,24.34,3.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jagung titi,Low Sugar
"Kepiting, , segar",0.20 g,151.0,13.8,14.1,3.8,0.0,0.0,0.0,7.02,23.0,4.34,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kepiting, , segar",Low Sugar
Del Monte Barbaque Sauce (250 g),0 g,60.0,0.0,14.0,0.0,10.0,880.0,0.0,2.79,0.0,4.31,0.0,58.67,0.0,59.0,0.0,5.0,3.0,0.0,0.0,del monte barbaque sauce (250 g),Healthy
Kacang belimbing rebus,1.20 g,204.0,16.9,17.5,8.8,0.0,43.0,4.8,9.49,28.17,5.38,13.13,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kacang belimbing rebus,High protein
Tempe kacang belimbing,1.40 g,212.0,17.5,12.9,10.0,0.0,0.0,2.9,9.86,29.17,3.97,14.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tempe kacang belimbing,High protein
"Belimbing, segar",0.40 g,36.0,0.4,8.8,0.4,0.0,4.0,3.2,1.67,0.67,2.71,0.6,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"belimbing, segar",Low Carb
Nutrisari Es Rujak,0 g,50.0,0.0,12.0,0.0,10.0,150.0,0.0,2.33,0.0,3.69,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nutrisari es rujak,Healthy
Rujak lontong,11.98 g,243.0,11.98,24.7,12.3,0.0,278.0,0.0,11.3,19.97,7.6,18.36,18.53,0.0,19.0,20.0,0.0,0.0,19.0,0.0,rujak lontong,Low Sugar
Belitung kukus,1.10 g,145.0,1.2,34.2,0.4,0.0,7.0,1.0,6.74,2.0,10.52,0.6,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,belitung kukus,Low Sugar
Enting-enting gepuk kacang tanah,1.40 g,524.0,13.3,52.0,29.2,0.0,0.0,0.2,24.37,22.17,16.0,43.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,enting-enting gepuk kacang tanah,Low Sugar
"Pisang kepok, segar",1 g,109.0,0.8,26.3,0.5,0.0,10.0,5.7,5.07,1.33,8.09,0.75,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"pisang kepok, segar",Low Sugar
Pisang kepok rebus,1.55 g,145.0,1.55,37.91,0.44,0.0,5.0,0.0,6.74,2.58,11.66,0.66,0.33,0.0,0.0,3.0,12.0,7.0,0.0,0.0,pisang kepok rebus,Low Sugar
Meiji Plain Crackers with Oat,2 g,120.0,3.0,19.0,3.5,0.0,120.0,2.0,5.58,5.0,5.85,5.22,8.0,8.0,8.0,0.0,0.0,0.0,0.0,7.0,meiji plain crackers with oat,Low Sugar
Meiji Plain Crackers (isi 4 bungkus),2 g,120.0,3.0,19.0,3.5,1.0,125.0,2.0,5.58,5.0,5.85,5.22,8.33,8.0,9.0,0.0,0.0,0.0,0.0,7.0,meiji plain crackers (isi 4 bungkus),Low Sugar
Barongko,0.70 g,159.0,3.1,23.5,5.8,0.0,46.0,0.0,7.4,5.17,7.23,8.66,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barongko,Low Sugar
"Ikan Baubara, segar",1.60 g,100.0,14.7,4.9,2.4,0.0,390.0,0.0,4.65,24.5,1.51,3.58,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ikan baubara, segar",Low Carb
"Ketumbar, kering",4.40 g,418.0,14.1,54.2,16.1,0.0,91.0,12.3,19.44,23.5,16.68,24.03,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ketumbar, kering",Low Sugar
Saladstop Omega 3 baby,6.70 g,391.3,17.3,18.6,28.7,9.6,0.0,6.7,18.2,28.83,5.72,42.84,0.0,0.0,0.0,29.0,0.0,0.0,43.0,23.0,saladstop omega 3 baby,High protein
Blue Band,0 g,90.0,0.0,0.0,10.0,0.0,125.0,0.0,4.19,0.0,0.0,14.93,8.33,20.0,0.0,0.0,0.0,0.0,15.0,0.0,blue band,Low Carb
Gilus mix sensasi aroma pandan (isi 10 sachet),1 g,90.0,1.0,21.0,0.5,17.0,0.0,0.0,4.19,1.67,6.46,0.75,0.0,0.0,0.0,2.0,7.0,5.0,0.0,0.0,gilus mix sensasi aroma pandan (isi 10 sachet),Healthy
Sasa Santan Kelapa,0 g,35.0,0.0,1.0,4.0,0.0,15.0,0.0,1.86,0.0,0.31,5.97,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,sasa santan kelapa,Low Carb
Sasa Santan Kelapa Coconut Cream,0 g,35.0,0.0,1.0,4.0,0.0,15.0,0.0,1.86,0.0,0.31,5.97,1.0,18.0,0.0,0.0,0.0,2.0,6.0,0.0,sasa santan kelapa coconut cream,Low Carb
Sasa Tepung Bakwan,0 g,0.0,1.0,8.0,0.0,1.0,150.0,0.0,1.63,1.67,2.46,0.0,10.0,0.0,10.0,2.0,3.0,0.0,0.0,0.0,sasa tepung bakwan,Low Carb
Goldenfil Choco Crunchy,1 g,30.0,1.0,13.0,6.0,10.0,20.0,0.0,5.12,1.67,4.0,8.96,1.33,18.0,0.0,0.0,0.0,6.0,9.0,0.0,goldenfil choco crunchy,Healthy
san remo sauce tomato basil,2 g,96.0,2.0,11.5,4.6,7.4,0.0,0.0,4.47,3.33,3.54,6.87,0.0,0.0,0.0,0.0,4.0,5.0,7.0,0.0,san remo sauce tomato basil,Healthy
Silky Pudding Coklat,3 g,130.0,3.0,23.0,3.5,0.0,35.0,0.0,6.05,5.0,7.08,5.22,2.33,0.0,0.0,0.0,8.0,7.0,6.0,0.0,silky pudding coklat,Low Sugar
Kacang kedelai rebus,2.10 g,189.0,20.2,12.7,8.2,0.0,181.0,1.6,8.79,33.67,3.91,12.24,12.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kacang kedelai rebus,High protein
"Kacang komak, segar",2.60 g,327.0,16.4,55.8,4.3,0.0,22.0,0.5,15.21,27.33,17.17,6.42,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kacang komak, segar",High protein
Emping komak,2.70 g,355.0,17.8,60.7,4.6,0.0,24.0,0.0,16.51,29.67,18.68,6.87,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emping komak,High protein
"Komak, segar",1.10 g,99.0,3.3,21.2,0.1,0.0,15.0,10.3,4.6,5.5,6.52,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"komak, segar",Low Sugar
Chatime hazelnut milk tea,1 g,244.0,1.0,36.0,10.5,28.5,0.0,0.0,11.35,1.67,11.08,15.67,0.0,0.0,0.0,0.0,12.0,12.0,16.0,0.0,chatime hazelnut milk tea,Snack
Chatime hazelnut milk tea (no sugar),1 g,185.0,1.0,20.5,11.0,15.0,0.0,0.0,8.6,1.67,6.31,16.42,0.0,0.0,0.0,0.0,7.0,9.0,17.0,0.0,chatime hazelnut milk tea (no sugar),Snack
gastone lago poker wafer with hazelnut cream,1 g,130.0,1.0,17.0,6.0,0.0,35.0,0.0,6.05,1.67,5.23,8.96,2.33,0.0,0.0,0.0,6.0,7.0,9.0,0.0,gastone lago poker wafer with hazelnut cream,Low Sugar
"Saga merah terkupas, mentah",3.90 g,449.0,30.6,31.9,25.5,0.0,66.0,3.5,20.88,51.0,9.82,38.06,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"saga merah terkupas, mentah",High protein
Mom's Recipe Silky Pudding rasa peach (155 g),9 g,430.0,9.0,76.0,10.0,56.0,150.0,0.0,20.0,15.0,23.38,14.93,10.0,45.0,0.0,0.0,24.0,20.0,0.0,0.0,mom's recipe silky pudding rasa peach (155 g),Snack
Mom's Recipe Silky Pudding rasa biskuit (155 g),7 g,440.0,7.0,75.0,13.0,51.0,320.0,0.0,20.47,11.67,23.08,19.4,21.33,60.0,22.0,0.0,24.0,0.0,0.0,0.0,mom's recipe silky pudding rasa biskuit (155 g),Snack
Mom's Recipe Silky Pudding rasa cokelat (155 g),3 g,130.0,3.0,23.0,3.5,17.0,35.0,0.0,6.05,5.0,7.08,5.22,2.33,15.0,0.0,0.0,8.0,7.0,0.0,0.0,mom's recipe silky pudding rasa cokelat (155 g),Healthy
Mom's Recipe Silky Pudding rasa permen karet (155 g),3 g,130.0,3.0,24.0,3.0,17.0,40.0,0.0,6.05,5.0,7.38,4.48,2.67,13.0,0.0,0.0,8.0,7.0,0.0,0.0,mom's recipe silky pudding rasa permen karet (155 g),Healthy
Kewpie mayonais original,1 g,100.0,1.0,0.0,11.0,0.0,70.0,0.0,4.65,1.67,0.0,16.42,4.67,0.0,5.0,0.0,0.0,5.0,17.0,0.0,kewpie mayonais original,Low Carb
